Unnamed: 0,MINERAL_DEPOSIT_NO,DEPOSIT_COMMODITY_CODES,MAJOR_COMMODITY_CODE,MINDEP_CLASS_CODE,STATUS_TYPE_VALUE,SIZE_TYPE_VALUE,ORE_LITHOLOGY_CODE,LONGITUDE,LATITUDE,label,paths
1293,6400,"BAR, CELES",NULL,DEPOSIT,Rehabilitated,Locally Significant,QBAU,138.5071235,-31.6065954,66,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1294,6417,"FEORE, Cu",NULL,OCCURRENCE,Abandoned,Low Significance,IRSU,138.5041935,-31.607800399999995,14,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1295,6474,Cu,Cu,OCCURRENCE,Not worked,Low Significance,GOSS,139.1356174,-31.6124305,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1296,6347,"Zn, Mn",NULL,OCCURRENCE,Not worked,Low Significance,MNOR,138.51670049999998,-31.424713399999995,60,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1297,11494,LMST,NULL,OCCURRENCE,Abandoned,Low Significance,LMST,138.3395185,-31.6922454,68,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1298,3120,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,137.2115936,-31.6924374,55,data/stacked_images/LC08_L1TP_099082_20191231_20200111_01_T1.TIF
1299,3117,"Au, Ag",Au,OCCURRENCE,Not worked,Low Significance,MYLN,134.779563,-31.6947723,40,data/stacked_images/LC08_L1TP_100082_20200107_20200114_01_T1.TIF
1300,10053,GYPS,NULL,OCCURRENCE,Not worked,Low Significance,GPSA,137.8320815,-31.6960334,64,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1301,6397,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.56029640000003,-31.6963014,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1302,6905,CLAY,NULL,OCCURRENCE,Abandoned,Low Significance,CLYR,137.1844826,-31.698650399999995,2,data/stacked_images/LC08_L1TP_099082_20191231_20200111_01_T1.TIF
1303,11291,HMIN,NULL,OCCURRENCE,Not worked,Low Significance,SAND,132.5219123,-31.7005853,35,data/stacked_images/LC08_L1TP_102082_20191204_20191217_01_T1.TIF
1304,6313,ASBT,NULL,OCCURRENCE,Abandoned,Low Significance,MTHH,138.4898314,-31.7667824,5,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1305,9194,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,GOSS,138.7767334,-31.7728385,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1306,9195,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.7984814,-31.7728555,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1307,11174,Cu,Cu,OCCURRENCE,Not worked,Low Significance,DOLR,138.1625775,-31.7742264,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1308,9196,"Cu, Ag",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.7786694,-31.7757575,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1309,9919,MSLT,NULL,OCCURRENCE,Abandoned,Low Significance,MSLT,138.5565244,-31.7763774,37,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1310,10006,MSLT,NULL,OCCURRENCE,Abandoned,Low Significance,MSLT,137.3024576,-31.7769324,37,data/stacked_images/LC08_L1TP_099082_20191231_20200111_01_T1.TIF
1311,10359,SHA,NULL,OCCURRENCE,Abandoned,Low Significance,SHLE,132.3465173,-31.9324173,13,data/stacked_images/LC08_L1TP_102082_20191204_20191217_01_T1.TIF
1312,11696,"Ni, Co, PTM",Ni,OCCURRENCE,Not worked,Low Significance,UINT,132.2259853,-31.52609330000001,48,data/stacked_images/LC08_L1TP_102082_20191204_20191217_01_T1.TIF
1313,2011,Au,Au,OCCURRENCE,Not worked,Low Significance,ALLV,139.1685784,-31.5302285,40,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1314,6466,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,138.3756015,-31.5334214,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1315,11290,COAL,NULL,OCCURRENCE,Not worked,Low Significance,LIGN,132.4807653,-31.534751300000003,24,data/stacked_images/LC08_L1TP_102082_20191204_20191217_01_T1.TIF
1316,1966,BAR,NULL,DEPOSIT,Abandoned,Low Significance,QBAU,139.2414104,-31.537095500000003,66,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1317,9152,"Cu, Pb, Zn",Cu,OCCURRENCE,Not worked,Low Significance,MTHH,136.98561669999998,-31.5394544,55,data/stacked_images/LC08_L1TP_099082_20191231_20200111_01_T1.TIF
1318,9021,DOL,NULL,DEPOSIT,Seasonal,Locally Significant,DLOM,137.17236359999998,-31.5404764,81,data/stacked_images/LC08_L1TP_099082_20191231_20200111_01_T1.TIF
1319,3224,"Fe, Cu",Fe,OCCURRENCE,Abandoned,Low Significance,MGTM,138.72685239999998,-31.8093855,3,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1320,11115,BAR,NULL,OCCURRENCE,Abandoned,Low Significance,BARI,138.80951240000002,-31.8100475,66,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1321,6323,BAR,NULL,OCCURRENCE,Abandoned,Low Significance,QBAU,138.8188284,-31.8107105,66,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1322,3038,Au,Au,OCCURRENCE,Not worked,Low Significance,FBRC,134.810232,-31.6142803,40,data/stacked_images/LC08_L1TP_100082_20200107_20200114_01_T1.TIF
1323,6525,Mn,Mn,OCCURRENCE,Not worked,Low Significance,MNOR,139.19311340000002,-31.6166135,28,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1324,8441,"Ni, Co",Ni,OCCURRENCE,Not worked,Low Significance,UMAF,133.2815422,-31.617293300000004,48,data/stacked_images/LC08_L1TP_101082_20200114_20200127_01_T1.TIF
1325,6385,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,139.0694264,-31.8527475,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1326,6552,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.6534044,-31.852965500000003,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1327,6530,CAL,NULL,OCCURRENCE,Not worked,Low Significance,VEIN,139.20952230000003,-31.8543465,10,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1328,10571,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.6492284,-31.8551425,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1329,10574,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.6793374,-31.8553355,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1330,6505,"Mn, Cu",Mn,OCCURRENCE,Abandoned,Low Significance,MNOU,139.1748614,-31.7032685,28,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1331,10230,GRNT,NULL,OCCURRENCE,Not worked,Low Significance,GRNT,134.767045,-31.8937143,12,data/stacked_images/LC08_L1TP_100082_20200107_20200114_01_T1.TIF
1332,10606,MSLT,NULL,OCCURRENCE,Abandoned,Low Significance,MSED,138.0925345,-31.8955654,37,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1333,10137,MAGS,NULL,OCCURRENCE,Not worked,Low Significance,MGNS,138.6728124,-31.8963415,67,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1334,3235,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,FBRC,138.6231074,-31.8971344,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1335,6375,Fe,Fe,OCCURRENCE,Not worked,Low Significance,IRFM,138.6749384,-31.9009965,3,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1336,6541,"Cu, V",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.0901405,-31.9011014,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1337,393,GRNT,NULL,DEPOSIT,Abandoned,Low Significance,GRNT,132.3231263,-31.933188300000005,12,data/stacked_images/LC08_L1TP_102082_20191204_20191217_01_T1.TIF
1338,6322,Ag,Ag,OCCURRENCE,Not worked,Low Significance,IRSU,139.0911264,-31.9359985,51,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1339,7426,"Au, Ag, Pb, Zn",Au,OCCURRENCE,Care/ Maintenance,Locally Significant,VEIN,139.25690930000002,-31.9362765,40,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1340,10751,GYPS,NULL,OCCURRENCE,Not worked,Low Significance,GPSM,132.7714083,-31.936326300000005,64,data/stacked_images/LC08_L1TP_101082_20200114_20200127_01_T1.TIF
1341,6484,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,139.1939793,-31.811371500000003,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1342,9307,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,133.5159062,-31.8144513,40,data/stacked_images/LC08_L1TP_101082_20200114_20200127_01_T1.TIF
1343,6320,"Cu, Co",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,139.1303114,-31.8180085,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1344,3222,"Cu, Co",Cu,OCCURRENCE,Not worked,Low Significance,FBRC,138.6601354,-31.8207125,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1345,10565,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.6867364,-31.8213795,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1346,9656,HMIN,NULL,OCCURRENCE,Not worked,Low Significance,SAND,133.6652831,-31.82196930000001,35,data/stacked_images/LC08_L1TP_101082_20200114_20200127_01_T1.TIF
1347,10566,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.67741840000002,-31.8222915,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1348,8095,CLAY,NULL,OCCURRENCE,Seasonal,Low Significance,CLYS,133.6740941,-31.9675253,2,data/stacked_images/LC08_L1TP_101082_20200114_20200127_01_T1.TIF
1349,10572,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.6516384,-31.8559085,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1350,6553,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,138.6563114,-31.85915150000001,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1351,10573,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,138.6501814,-31.8592185,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1352,6504,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,139.0914844,-31.869496500000004,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1353,10575,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,138.6539204,-31.8701105,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1354,10775,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.2227975,-32.0056144,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1355,9435,MARB,NULL,OCCURRENCE,Not worked,Low Significance,MARB,138.3185095,-32.0082974,63,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1356,11102,LMST,NULL,OCCURRENCE,Not worked,Low Significance,LMST,138.3364175,-32.0362364,68,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1357,6205,"Cu, REE, U",Cu,DEPOSIT,Abandoned,Low Significance,TCTO,138.21500749999998,-32.0363964,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1358,491,CALI,NULL,DEPOSIT,Not worked,Low Significance,CALC,133.8073771,-32.0369053,26,data/stacked_images/LC08_L1TP_101082_20200114_20200127_01_T1.TIF
1359,10010,GRNT,NULL,OCCURRENCE,Not worked,Low Significance,GRNT,135.13388390000003,-32.0384773,12,data/stacked_images/LC08_L1TP_100082_20200107_20200114_01_T1.TIF
1360,9310,Au,Au,OCCURRENCE,Not worked,Low Significance,TCTO,134.185845,-32.0397233,40,data/stacked_images/LC08_L1TP_100082_20200107_20200114_01_T1.TIF
1361,9898,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,139.14997030000004,-32.0651515,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1362,9193,Fe,Fe,OCCURRENCE,Not worked,Low Significance,IRFM,138.87156240000002,-31.9782325,3,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1363,6778,U,U,OCCURRENCE,Not worked,Low Significance,MTHH,134.358598,-32.0914153,59,data/stacked_images/LC08_L1TP_101082_20200114_20200127_01_T1.TIF
1364,425,"LMST, CALI, SAND",NULL,OCCURRENCE,Seasonal,Low Significance,LMST,133.7018261,-32.0936943,68,data/stacked_images/LC08_L1TP_101082_20200114_20200127_01_T1.TIF
1365,6777,U,U,OCCURRENCE,Not worked,Low Significance,MTHH,134.369631,-32.008893300000004,59,data/stacked_images/LC08_L1TP_101082_20200114_20200127_01_T1.TIF
1366,6198,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.9164844,-32.1133885,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1367,9893,CLAY,NULL,OCCURRENCE,Not worked,Low Significance,CLYR,137.4101656,-32.1138484,2,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1368,6392,BAR,NULL,OCCURRENCE,Care/ Maintenance,Low Significance,QBAU,139.22323740000002,-31.4252565,66,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1369,11807,HMIN,NULL,OCCURRENCE,Not worked,Low Significance,SAND,133.0856502,-31.426669300000004,35,data/stacked_images/LC08_L1TP_101082_20200114_20200127_01_T1.TIF
1370,10859,GYPS,NULL,OCCURRENCE,Not worked,Low Significance,GPSA,132.6486583,-31.4269163,64,data/stacked_images/LC08_L1TP_102082_20191204_20191217_01_T1.TIF
1371,10520,GYPS,NULL,OCCURRENCE,Not worked,Low Significance,GPSM,137.17542360000002,-31.4270484,64,data/stacked_images/LC08_L1TP_099082_20191231_20200111_01_T1.TIF
1372,6376,BAR,NULL,PROSPECT,Abandoned,Low Significance,QBAU,138.7755734,-31.42710850000001,66,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1373,3057,"Cu, Ag",Cu,DEPOSIT,Abandoned,Locally Significant,MTHH,137.18856359999998,-31.4271674,55,data/stacked_images/LC08_L1TP_099082_20191231_20200111_01_T1.TIF
1374,3113,Cu,Cu,OCCURRENCE,Rehabilitated,Low Significance,MTHH,137.1675886,-31.4275684,55,data/stacked_images/LC08_L1TP_099082_20191231_20200111_01_T1.TIF
1375,3080,"Cu, Ag",Cu,DEPOSIT,Abandoned,Low Significance,SBRC,137.1771656,-31.4491264,55,data/stacked_images/LC08_L1TP_099082_20191231_20200111_01_T1.TIF
1376,3088,"Cu, Ag, SDST",Cu,DEPOSIT,Seasonal,Locally Significant,SBRC,137.1720126,-31.4499274,55,data/stacked_images/LC08_L1TP_099082_20191231_20200111_01_T1.TIF
1377,11616,"Mn, Co",Mn,OCCURRENCE,Not worked,Low Significance,MNOU,139.2153774,-31.4506035,28,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1378,3071,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,MTHH,137.1862736,-31.4508374,55,data/stacked_images/LC08_L1TP_099082_20191231_20200111_01_T1.TIF
1379,10527,U,U,OCCURRENCE,Not worked,Low Significance,GRVL,132.7892853,-31.45241930000001,59,data/stacked_images/LC08_L1TP_102082_20191204_20191217_01_T1.TIF
1380,6779,U,U,OCCURRENCE,Not worked,Low Significance,MTHH,134.495543,-32.0959143,59,data/stacked_images/LC08_L1TP_101082_20200114_20200127_01_T1.TIF
1381,10828,Cu,Cu,OCCURRENCE,Not worked,Low Significance,REGO,138.77307340000002,-32.0961585,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1382,10827,Cu,Cu,OCCURRENCE,Not worked,Low Significance,REGO,138.7733614,-32.0983005,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1383,8345,HMIN,NULL,DEPOSIT,Not worked,Locally Significant,SAND,132.8046983,-31.545076300000005,35,data/stacked_images/LC08_L1TP_101082_20200114_20200127_01_T1.TIF
1384,10526,"Ra, GYPS, U",NULL,OCCURRENCE,Not worked,Low Significance,CLYS,132.66138030000002,-31.5483653,9,data/stacked_images/LC08_L1TP_102082_20191204_20191217_01_T1.TIF
1385,1962,BAR,NULL,DEPOSIT,Abandoned,Low Significance,QBAU,139.2211764,-31.5488135,66,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1386,6257,FEST,NULL,OCCURRENCE,Not worked,Low Significance,IRSU,138.7400554,-32.1169335,82,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1387,6245,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.4815774,-32.1171114,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1388,6923,"Zn, Ag, Cu, Pb",NULL,PROSPECT,Not worked,Low Significance,MSED,137.3396646,-31.6194014,60,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1389,6445,Cu,Cu,OCCURRENCE,Not worked,Low Significance,IRSU,138.6159954,-31.6349194,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1390,9145,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,137.52063859999998,-31.6351794,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1391,6389,BAR,NULL,OCCURRENCE,Not worked,Low Significance,QBAU,138.86763340000002,-31.638608500000004,66,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1392,6507,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,139.18803640000002,-31.6392725,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1393,9955,Fe,Fe,OCCURRENCE,Not worked,Low Significance,IRFM,139.2040564,-31.6450915,3,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1394,10352,SALT,NULL,OCCURRENCE,Abandoned,Low Significance,HALT,137.2196976,-31.706700399999995,21,data/stacked_images/LC08_L1TP_099082_20191231_20200111_01_T1.TIF
1395,10443,LMST,NULL,OCCURRENCE,Abandoned,Low Significance,BREC,138.5413524,-31.7073644,68,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1396,9351,HMIN,NULL,OCCURRENCE,Not worked,Low Significance,SAND,134.379028,-31.7088163,35,data/stacked_images/LC08_L1TP_101082_20200114_20200127_01_T1.TIF
1397,10761,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,139.06764740000003,-31.7092765,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1398,10615,GRVL,NULL,OCCURRENCE,Abandoned,Low Significance,GRVL,138.54539540000002,-31.7100574,69,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1399,6422,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,138.56872040000002,-31.7116774,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1400,6914,"GYPS, SALT",NULL,OCCURRENCE,Not worked,Low Significance,GPSA,137.2006406,-31.7147744,64,data/stacked_images/LC08_L1TP_099082_20191231_20200111_01_T1.TIF
1401,9832,FELD,NULL,OCCURRENCE,Not worked,Low Significance,MVOL,135.39400690000002,-31.715132300000004,38,data/stacked_images/LC08_L1TP_100082_20200107_20200114_01_T1.TIF
1402,6910,"Cu, Mn",Cu,OCCURRENCE,Abandoned,Low Significance,MNOR,137.19535259999998,-31.7220704,55,data/stacked_images/LC08_L1TP_099082_20191231_20200111_01_T1.TIF
1403,3219,"Cu, Ag",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.7603684,-31.7785665,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1404,10190,SHA,NULL,OCCURRENCE,Abandoned,Low Significance,SHLE,138.5058494,-31.7803544,13,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1405,8889,"Ni, PTM",Ni,OCCURRENCE,Not worked,Low Significance,REGO,132.68136429999998,-31.7827713,48,data/stacked_images/LC08_L1TP_102082_20191204_20191217_01_T1.TIF
1406,9414,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.7667934,-31.7840195,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1407,6527,Pb,Pb,OCCURRENCE,Not worked,Low Significance,VEIN,139.0518314,-31.7848315,71,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1408,10072,Au,Au,OCCURRENCE,Not worked,Low Significance,SLST,138.83183540000002,-31.7867765,40,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1409,10564,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.7011274,-31.7905255,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1410,8305,SDST,NULL,OCCURRENCE,Abandoned,Locally Significant,SDST,138.3615585,-31.7906114,74,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1411,1965,BAR,NULL,DEPOSIT,Abandoned,Low Significance,QBAU,139.1794794,-31.5588705,66,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1412,6519,DOL,NULL,OCCURRENCE,Not worked,Low Significance,DLOM,138.4349255,-31.5610654,81,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1413,6506,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,139.1802484,-31.5626695,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1414,1963,BAR,NULL,DEPOSIT,Abandoned,Locally Significant,QBAU,139.18664740000003,-31.5641135,66,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1415,6515,FEST,NULL,OCCURRENCE,Not worked,Low Significance,IRSU,138.7977274,-31.5649865,82,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1416,8445,Cu,Cu,OCCURRENCE,Not worked,Low Significance,PHBR,137.4914236,-31.5673024,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1417,6476,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.68574640000003,-31.8229845,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1418,6419,BAR,NULL,PROSPECT,Abandoned,Low Significance,QBAU,138.9073584,-31.6490685,66,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1419,6520,CLAY,NULL,OCCURRENCE,Abandoned,Low Significance,CLYU,138.3821575,-31.6515464,2,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1420,10634,CLAY,NULL,OCCURRENCE,Abandoned,Low Significance,CLYS,138.6257964,-31.6585774,2,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1421,10563,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.6513074,-31.8731285,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1422,10881,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,GOSS,138.6499144,-31.8734325,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1423,10559,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,TCTO,138.6485534,-31.8738675,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1424,6401,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.5969074,-31.9025964,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1425,11676,GYPS,NULL,OCCURRENCE,Not worked,Low Significance,GPSA,132.4061043,-31.9071823,64,data/stacked_images/LC08_L1TP_102082_20191204_20191217_01_T1.TIF
1426,6372,Mn,Mn,OCCURRENCE,Abandoned,Low Significance,MNOR,138.43878840000002,-31.9072584,28,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1427,3233,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,GOSS,138.6837024,-31.9088955,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1428,10580,Zn,NULL,OCCURRENCE,Not worked,Low Significance,MTHH,138.63357340000002,-31.9095045,60,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1429,3232,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,BREC,138.6161064,-31.910350399999995,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1430,9151,"Pb, Ag, Zn",Pb,OCCURRENCE,Not worked,Low Significance,SHLE,137.0769536,-31.9378384,71,data/stacked_images/LC08_L1TP_099082_20191231_20200111_01_T1.TIF
1431,6352,"Pb, Ag",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,139.2535673,-31.9395675,71,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1432,6353,"Pb, Ag",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,139.2269573,-31.939920500000003,71,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1433,6354,"Pb, Ag, Au, Zn",Pb,OCCURRENCE,Seasonal,Low Significance,VEIN,139.2496243,-31.9411375,71,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1434,6538,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.6526454,-31.9411535,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1435,6321,"Pb, Ag, Au",Pb,OCCURRENCE,Care/ Maintenance,Low Significance,VEIN,139.2166013,-31.9411695,71,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1436,6449,"Pb, Ag, Au",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,139.2220933,-31.9423665,71,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1437,6421,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.6524364,-31.828596500000003,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1438,8094,CALI,NULL,OCCURRENCE,Abandoned,Low Significance,CALC,132.5458453,-31.8289293,26,data/stacked_images/LC08_L1TP_102082_20191204_20191217_01_T1.TIF
1439,6475,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.6635094,-31.8293425,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1440,10561,Cu,Cu,OCCURRENCE,Not worked,Low Significance,TCTO,138.6495654,-31.8293555,55,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
