Unnamed: 0,MINERAL_DEPOSIT_NO,DEPOSIT_COMMODITY_CODES,MAJOR_COMMODITY_CODE,MINDEP_CLASS_CODE,STATUS_TYPE_VALUE,SIZE_TYPE_VALUE,ORE_LITHOLOGY_CODE,LONGITUDE,LATITUDE,label
1399,6422,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,138.56872040000002,-31.7116774,68
1400,6914,"GYPS, SALT",GYPS,OCCURRENCE,Not worked,Low Significance,GPSA,137.20064059999999,-31.7147744,48
1401,9832,FELD,FELD,OCCURRENCE,Not worked,Low Significance,MVOL,135.39400690000002,-31.715132300000004,1
1402,6910,"Cu, Mn",Cu,OCCURRENCE,Abandoned,Low Significance,MNOR,137.19535259999998,-31.722070399999996,68
1403,3219,"Cu, Ag",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.7603684,-31.778566499999997,68
1404,10190,SHA,SHA,OCCURRENCE,Abandoned,Low Significance,SHLE,138.5058494,-31.7803544,27
1405,8889,"Ni, PTM",Ni,OCCURRENCE,Not worked,Low Significance,REGO,132.68136429999998,-31.7827713,82
1406,9414,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.7667934,-31.7840195,68
1407,6527,Pb,Pb,OCCURRENCE,Not worked,Low Significance,VEIN,139.0518314,-31.7848315,43
1408,10072,Au,Au,OCCURRENCE,Not worked,Low Significance,SLST,138.83183540000002,-31.786776500000002,17
1409,10564,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.7011274,-31.7905255,68
1410,8305,SDST,SDST,OCCURRENCE,Abandoned,Locally Significant,SDST,138.3615585,-31.7906114,38
1411,1965,BAR,BAR,DEPOSIT,Abandoned,Low Significance,QBAU,139.1794794,-31.5588705,74
1412,6519,DOL,DOL,OCCURRENCE,Not worked,Low Significance,DLOM,138.4349255,-31.561065399999997,32
1413,6506,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,139.1802484,-31.562669500000002,68
1414,1963,BAR,BAR,DEPOSIT,Abandoned,Locally Significant,QBAU,139.18664740000003,-31.5641135,74
1415,6515,FEST,FEST,OCCURRENCE,Not worked,Low Significance,IRSU,138.79772739999999,-31.5649865,28
1416,8445,Cu,Cu,OCCURRENCE,Not worked,Low Significance,PHBR,137.4914236,-31.5673024,68
1417,6476,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.68574640000003,-31.822984499999997,68
1418,6419,BAR,BAR,PROSPECT,Abandoned,Low Significance,QBAU,138.9073584,-31.6490685,74
1419,6520,CLAY,CLAY,OCCURRENCE,Abandoned,Low Significance,CLYU,138.3821575,-31.651546399999997,56
1420,10634,CLAY,CLAY,OCCURRENCE,Abandoned,Low Significance,CLYS,138.6257964,-31.6585774,56
1421,10563,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.6513074,-31.873128499999996,68
1422,10881,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,GOSS,138.6499144,-31.8734325,68
1423,10559,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,TCTO,138.6485534,-31.8738675,68
1424,6401,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.5969074,-31.902596399999997,68
1425,11676,GYPS,GYPS,OCCURRENCE,Not worked,Low Significance,GPSA,132.4061043,-31.907182300000002,48
1426,6372,Mn,Mn,OCCURRENCE,Abandoned,Low Significance,MNOR,138.43878840000002,-31.907258399999996,64
1427,3233,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,GOSS,138.6837024,-31.9088955,68
1428,10580,Zn,Zn,OCCURRENCE,Not worked,Low Significance,MTHH,138.63357340000002,-31.909504499999997,70
1429,3232,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,BREC,138.6161064,-31.910350399999995,68
1430,9151,"Pb, Ag, Zn",Pb,OCCURRENCE,Not worked,Low Significance,SHLE,137.0769536,-31.937838399999997,43
1431,6352,"Pb, Ag",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,139.25356730000001,-31.9395675,43
1432,6353,"Pb, Ag",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,139.2269573,-31.939920500000003,43
1433,6354,"Pb, Ag, Au, Zn",Pb,OCCURRENCE,Seasonal,Low Significance,VEIN,139.2496243,-31.9411375,43
1434,6538,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.6526454,-31.9411535,68
1435,6321,"Pb, Ag, Au",Pb,OCCURRENCE,Care/ Maintenance,Low Significance,VEIN,139.2166013,-31.9411695,43
1436,6449,"Pb, Ag, Au",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,139.2220933,-31.9423665,43
1437,6421,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.6524364,-31.828596500000003,68
1438,8094,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,132.5458453,-31.828929300000002,59
1439,6475,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.6635094,-31.8293425,68
1440,10561,Cu,Cu,OCCURRENCE,Not worked,Low Significance,TCTO,138.6495654,-31.8293555,68
1441,6558,BAR,BAR,OCCURRENCE,Not worked,Low Significance,QBAU,138.3675755,-31.8315864,74
1442,10560,Cu,Cu,OCCURRENCE,Not worked,Low Significance,TCTO,138.6455804,-31.8323485,68
1443,6559,BAR,BAR,OCCURRENCE,Not worked,Low Significance,QBAU,138.37029750000002,-31.8324544,74
1444,6524,Mn,Mn,OCCURRENCE,Not worked,Low Significance,MNOR,138.7718364,-31.9808195,64
1445,10579,FEORE,FEORE,OCCURRENCE,Not worked,Low Significance,IRSU,138.6652834,-31.9808875,33
1446,10880,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,GOSS,138.6467354,-31.875463500000002,68
1447,10878,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,GOSS,138.6472784,-31.876895500000003,68
1448,10576,Cu,Cu,OCCURRENCE,Not worked,Low Significance,FBRC,138.6445404,-31.877422499999998,68
1449,10877,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,GOSS,138.6399584,-31.8780495,68
1450,6267,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.8461124,-32.0125715,68
1451,6196,"Pb, Ag, Zn",Pb,OCCURRENCE,Abandoned,Locally Significant,MNOU,138.21780049999998,-32.0455314,43
1452,6282,"Mn, PHOS",Mn,OCCURRENCE,Abandoned,Low Significance,MNOR,138.34550149999998,-32.0484514,64
1453,9809,Zn,Zn,OCCURRENCE,Abandoned,Low Significance,MTHB,138.29121750000002,-32.0501364,70
1454,9166,Ag,Ag,OCCURRENCE,Not worked,Low Significance,REGO,133.7448611,-32.06950130000001,47
1455,11201,LMST,LMST,OCCURRENCE,Seasonal,Low Significance,LMST,138.1463975,-32.0711164,23
1456,6041,Mn,Mn,OCCURRENCE,Abandoned,Low Significance,MNOR,138.36824840000003,-32.0711994,64
1457,6465,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.88869640000001,-31.9835805,68
1458,10370,DIA,DIA,OCCURRENCE,Not worked,Low Significance,ALLV,138.1721335,-31.984828399999998,60
1459,10578,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,138.6139614,-31.985163500000002,68
1460,10826,Cu,Cu,OCCURRENCE,Not worked,Low Significance,REGO,138.7743254,-32.0998905,68
1461,9309,Au,Au,OCCURRENCE,Not worked,Low Significance,TCTO,134.0822581,-32.0191693,17
1462,9134,COAL,COAL,OCCURRENCE,Not worked,Low Significance,COAL,138.4027764,-32.1197064,12
1463,3137,"Cu, Ag, Co",Cu,DEPOSIT,Abandoned,Low Significance,SDST,137.18065159999998,-31.428318400000002,68
1464,6510,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,139.23197539999998,-31.4284485,68
1465,6544,BAR,BAR,PROSPECT,Not worked,Low Significance,QBAU,139.2894824,-31.4304915,74
1466,10749,GYPS,GYPS,OCCURRENCE,Not worked,Low Significance,GPSM,131.1807085,-31.4324863,48
1467,3072,Cu,Cu,OCCURRENCE,Rehabilitated,Low Significance,SDST,137.16888659999998,-31.432850399999996,68
1468,11496,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,BREC,138.53511740000002,-31.7239984,68
1469,9479,"Cu, Ag, Co",Cu,DEPOSIT,Not worked,Locally Significant,SDST,137.13425669999998,-31.453176399999997,68
1470,3112,Cu,Cu,DEPOSIT,Not worked,Locally Significant,SDST,137.1739346,-31.454114399999998,68
1471,11615,"Mn, Co",Mn,OCCURRENCE,Not worked,Low Significance,MNOU,139.18134740000002,-31.455536499999997,64
1472,6461,CAL,CAL,OCCURRENCE,Not worked,Low Significance,MINL,139.2426624,-31.4589045,67
1473,6340,Cu,Cu,OCCURRENCE,Not worked,Low Significance,GOSS,139.20536040000002,-31.467046500000002,68
1474,6508,Cu,Cu,OCCURRENCE,Not worked,Low Significance,TCTO,139.1984954,-31.468303499999998,68
1475,6325,Fe,Fe,OCCURRENCE,Not worked,Low Significance,IRSU,139.2145764,-31.469430499999998,54
1476,6317,"Pb, Ag",Pb,OCCURRENCE,Not worked,Low Significance,VEIN,139.2208684,-31.4706005,43
1477,6557,BAR,BAR,PROSPECT,Abandoned,Low Significance,QBAU,138.74032739999998,-31.7938425,74
1478,9168,Mo,Mo,OCCURRENCE,Not worked,Low Significance,GRNT,134.62139399999998,-32.5171963,6
1479,6622,SALT,SALT,OCCURRENCE,Not worked,Low Significance,EVAP,137.7924875,-32.5198584,45
1480,9190,MSLT,MSLT,OCCURRENCE,Seasonal,Low Significance,MSED,138.61706740000002,-32.2335565,29
1481,8187,SAND,SAND,OCCURRENCE,Not worked,Low Significance,SAND,137.2722646,-32.24013239999999,73
1482,8651,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,133.8853661,-32.241399300000005,59
1483,6004,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.63988740000002,-32.5348385,68
1484,179,OPAL,OPAL,OCCURRENCE,Abandoned,Low Significance,OPAL,137.3337706,-32.5360654,71
1485,6097,Fe,Fe,OCCURRENCE,Not worked,Low Significance,IRSU,138.9166254,-32.2497925,54
1486,11724,QZ,QZ,OCCURRENCE,Not worked,Low Significance,MNOU,135.7379208,-32.6142384,41
1487,8485,"Ag, Cu, Pb, Zn",Ag,OCCURRENCE,Not worked,Low Significance,GRNT,136.9024436,-32.6146734,47
1488,8562,"LMST, CALI",LMST,PROSPECT,Abandoned,Locally Significant,CALC,137.8669835,-32.6152364,23
1489,6168,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,138.6424154,-32.6167805,59
1490,8614,BAR,BAR,PROSPECT,Not worked,Locally Significant,FBRC,138.4802904,-32.3213764,74
1491,10587,SAND,SAND,OCCURRENCE,Not worked,Low Significance,SAND,133.9216531,-32.3232613,73
1492,8188,SAND,SAND,OCCURRENCE,Not worked,Low Significance,SAND,137.34683859999998,-32.3257934,73
1493,9920,GRVL,GRVL,OCCURRENCE,Seasonal,Low Significance,GRVL,138.0525145,-32.3407304,83
1494,9338,Mn,Mn,OCCURRENCE,Abandoned,Low Significance,MNOR,138.7994834,-32.3411475,64
1495,448,HMIN,HMIN,OCCURRENCE,Not worked,Low Significance,ALLV,136.2583687,-32.3418004,16
1496,11560,Au,Au,OCCURRENCE,Not worked,Low Significance,GRNT,135.1061249,-32.4079203,17
1497,10234,MSLT,MSLT,OCCURRENCE,Seasonal,Low Significance,MSLT,138.0169935,-32.3276774,29
1498,6243,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.3273604,-32.169624400000004,68
1499,3016,PHOS,PHOS,OCCURRENCE,Abandoned,Low Significance,GUAN,138.8772304,-32.1731075,80
1500,9191,MSLT,MSLT,OCCURRENCE,Seasonal,Low Significance,MSED,138.01870549999998,-32.1759104,29
1501,7837,"SDST, GRVL, SAND",SDST,DEPOSIT,Active Mine,Low Significance,SDST,139.0535333,-32.3441525,38
1502,8304,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.0182565,-32.344207399999995,38
1503,5979,Mn,Mn,OCCURRENCE,Abandoned,Low Significance,MNOR,138.7958474,-32.3457445,64
1504,10772,LSND,LSND,OCCURRENCE,Not worked,Low Significance,CBRK,133.3880082,-32.1914863,0
1505,6263,Mn,Mn,OCCURRENCE,Not worked,Low Significance,MNOR,138.41897340000003,-32.192462400000004,64
1506,8191,SAND,SAND,OCCURRENCE,Seasonal,Locally Significant,SAND,137.2227506,-32.1938464,73
1507,6265,Mn,Mn,OCCURRENCE,Not worked,Low Significance,MNOR,138.4007774,-32.1967704,64
1508,8940,"SAND, CLAY",SAND,DEPOSIT,Seasonal,Locally Significant,SAND,137.6462615,-32.2210374,73
1509,6648,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.9482645,-32.2271284,68
1510,9791,PHOS,PHOS,OCCURRENCE,Abandoned,Low Significance,PHOS,138.6542704,-32.4129735,80
1511,10233,BAR,BAR,PROSPECT,Abandoned,Low Significance,BARI,138.1096985,-32.4821934,74
1512,8310,SDST,SDST,OCCURRENCE,Abandoned,Locally Significant,SDST,137.9318915,-32.4828694,38
1513,5973,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.6341414,-32.4851315,68
1514,10752,GYPS,GYPS,OCCURRENCE,Not worked,Low Significance,GPSA,133.9639781,-32.4854663,48
1515,8123,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,134.0015631,-32.1759773,59
1516,450,DIA,DIA,OCCURRENCE,Not worked,Low Significance,ALLV,135.6863218,-32.179589299999996,60
1517,6640,GRVL,GRVL,OCCURRENCE,Abandoned,Low Significance,GRVL,137.70727549999998,-32.5386744,83
1518,9302,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,SHLE,138.59566740000002,-32.5391655,68
1519,11686,Sn,Sn,OCCURRENCE,Not worked,Low Significance,PEGM,133.8488801,-32.5393523,77
1520,10831,MSLT,MSLT,OCCURRENCE,Seasonal,Low Significance,MSED,138.78807340000003,-32.1968685,29
1521,7836,GRVL,GRVL,OCCURRENCE,Ceased,Low Significance,GRVL,139.09670730000002,-32.1999625,83
1522,11256,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,REGO,138.5878274,-32.5476465,68
1523,11259,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,REGO,138.5916514,-32.550574499999996,68
1524,7709,SIS,SIS,DEPOSIT,Seasonal,Low Significance,SAND,138.38735730000002,-34.0368255,84
1525,5046,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,GOSS,137.71863340000002,-34.040701399999996,68
1526,6666,BAR,BAR,PROSPECT,Abandoned,Locally Significant,QBAU,137.9290355,-32.4874484,74
1527,6226,"Ag, Cu",Ag,OCCURRENCE,Abandoned,Low Significance,VEIN,138.5051204,-32.4881534,47
1528,10769,LSND,LSND,OCCURRENCE,Not worked,Low Significance,CBRK,133.9624081,-32.4885863,0
1529,10927,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSED,138.5726914,-32.616932500000004,29
1530,11232,"Pb, Ag, Zn",Pb,OCCURRENCE,Not worked,Low Significance,VEIN,136.9888546,-32.619015399999995,43
1531,10242,"Pb, Ag, Zn",Pb,OCCURRENCE,Not worked,Low Significance,BREC,136.0760428,-32.6198744,43
1532,10541,GRNT,GRNT,OCCURRENCE,Not worked,Low Significance,GRNT,135.21906189999999,-32.6217673,50
1533,11725,Mn,Mn,OCCURRENCE,Not worked,Low Significance,MNOU,135.77352580000002,-32.622764399999994,64
1534,11257,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,REGO,138.59526340000002,-32.5416105,68
1535,6671,CLAY,CLAY,OCCURRENCE,Not worked,Low Significance,REGO,137.64212450000002,-32.542134399999995,56
1536,6677,CLAY,CLAY,OCCURRENCE,Abandoned,Low Significance,CLYS,137.68736850000002,-32.5421674,56
1537,9189,GRVL,GRVL,OCCURRENCE,Abandoned,Low Significance,GRVL,138.0916795,-32.2568364,83
1538,6050,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.5845204,-32.5528015,68
1539,3852,"Pb, Ag",Pb,OCCURRENCE,Not worked,Low Significance,VEIN,138.79734530000002,-33.7687735,43
1540,7064,GRPH,GRPH,OCCURRENCE,Not worked,Low Significance,SCHT,136.6879046,-33.7706674,35
1541,10782,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSED,138.80256630000002,-33.7727995,29
1542,8172,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,136.3962087,-33.774550399999995,38
1543,10103,"CALI, SAND",CALI,OCCURRENCE,Abandoned,Low Significance,CALC,138.2574534,-33.777469399999994,59
1544,7291,Cu,Cu,OCCURRENCE,Not worked,Low Significance,REGO,137.7437664,-33.908027399999995,68
1545,7671,GYPS,GYPS,DEPOSIT,Care/ Maintenance,Low Significance,GPSM,138.3125903,-33.9111635,48
1546,11273,"GRPH, Ag",GRPH,OCCURRENCE,Not worked,Low Significance,SCHT,135.7930948,-32.6249344,35
1547,11695,Ni,Ni,OCCURRENCE,Not worked,Low Significance,REGO,136.9948676,-32.6252364,82
1548,11380,Pb,Pb,OCCURRENCE,Not worked,Low Significance,REGO,136.7643947,-32.6257534,43
1549,442,GRVL,GRVL,OCCURRENCE,Abandoned,Low Significance,GRVL,135.01753190000002,-32.2885353,83
1550,6672,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,137.9389705,-32.26071339999999,68
1551,7825,GYPS,GYPS,OCCURRENCE,Care/ Maintenance,Low Significance,GPSM,137.7501015,-32.3298174,48
1552,6638,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,137.9399065,-32.3324174,68
1553,8649,CALI,CALI,OCCURRENCE,Seasonal,Low Significance,CALC,134.07774809999998,-32.3515613,59
1554,9577,"Cu, Au",Cu,OCCURRENCE,Not worked,Low Significance,MVOL,137.86489939999998,-34.0429674,68
1555,7705,SIS,SIS,OCCURRENCE,Ceased,Low Significance,SAND,138.40824630000003,-34.0442995,84
1556,5083,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.83670039999998,-34.0465244,68
1557,5080,"Cu, CALI",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.82929140000002,-34.0468124,68
1558,7003,"CALI, MARB",CALI,OCCURRENCE,Abandoned,Low Significance,CALC,137.96667539999999,-34.047534399999996,59
1559,331,KAO,KAO,PROSPECT,Not worked,Locally Significant,REGO,135.3798538,-34.1628874,69
1560,6027,"FEORE, Fe, Zn",FEORE,PROSPECT,Abandoned,Locally Significant,IRSU,138.0311115,-32.1812274,33
1561,6280,MARB,MARB,OCCURRENCE,Abandoned,Low Significance,MARB,138.0042425,-32.1826674,49
1562,8424,HMIN,HMIN,OCCURRENCE,Not worked,Low Significance,SAND,134.289829,-32.1835173,16
1563,9254,"Cu, Pb, Zn",Cu,OCCURRENCE,Not worked,Low Significance,MTHH,137.3648806,-32.353863399999994,68
1564,9682,SDST,SDST,OCCURRENCE,Rehabilitated,Low Significance,SDST,138.0044275,-32.3545184,38
1565,6108,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.5727514,-32.1999814,68
1566,6256,FEST,FEST,OCCURRENCE,Not worked,Low Significance,IRSU,138.4028854,-32.2017674,28
1567,11338,CLAY,CLAY,OCCURRENCE,Abandoned,Low Significance,CLYS,138.07733249999998,-32.2035214,56
1568,4897,SALT,SALT,OCCURRENCE,Not worked,Low Significance,EVAP,135.5614438,-34.1605364,45
1569,10695,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.63711630000003,-33.7653575,38
1570,9811,DIA,DIA,OCCURRENCE,Not worked,Low Significance,KIMB,137.5704525,-32.4214374,60
1571,6001,"Ag, Mn",Ag,OCCURRENCE,Abandoned,Low Significance,MNOR,138.5557784,-32.4246725,47
1572,6221,Ag,Ag,OCCURRENCE,Abandoned,Low Significance,VEIN,138.51431540000002,-32.4284594,47
1573,6661,"SAND, LMST",SAND,OCCURRENCE,Seasonal,Low Significance,LMST,137.72129950000001,-32.4905024,73
1574,9187,GRVL,GRVL,OCCURRENCE,Abandoned,Low Significance,GRVL,137.91062649999998,-32.4905804,83
1575,10372,DIA,DIA,PROSPECT,Not worked,Low Significance,KIMB,138.5182394,-32.4908484,60
1576,6268,Mn,Mn,OCCURRENCE,Not worked,Low Significance,MNOR,138.6470184,-32.4911505,64
1577,9144,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,137.5058986,-32.1893614,68
1578,1946,"Cu, Au",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,139.1337593,-32.2035815,68
1579,9769,Fe,Fe,OCCURRENCE,Not worked,Low Significance,IRSU,139.10076030000002,-32.2039915,54
1580,6023,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.63854540000003,-32.553132500000004,68
1581,6216,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.6413074,-32.553365500000005,68
1582,6087,BAR,BAR,OCCURRENCE,Not worked,Low Significance,QBAU,138.63851640000001,-32.5542145,74
1583,9817,DIA,DIA,PROSPECT,Not worked,Locally Significant,KIMB,138.5715194,-32.5551015,60
1584,6669,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.03449750000001,-32.555712400000004,68
1585,3922,GYPS,GYPS,DEPOSIT,Seasonal,Locally Significant,GPSM,138.1965534,-33.9117304,48
1586,9017,"Cu, Au, Co",Cu,OCCURRENCE,Not worked,Low Significance,REGO,137.8635424,-33.9138634,68
1587,11386,SALT,SALT,OCCURRENCE,Not worked,Low Significance,HALT,137.6499935,-33.9167194,45
1588,3827,SHA,SHA,OCCURRENCE,Abandoned,Low Significance,SHLE,138.76607130000002,-33.9168035,27
1589,5055,Cu,Cu,OCCURRENCE,Not worked,Low Significance,PEGM,137.79314440000002,-34.0425914,68
1590,7829,"GRVL, SAND",GRVL,DEPOSIT,Active Mine,Locally Significant,GRVL,137.88810149999998,-32.4947964,83
1591,9188,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,137.84632549999998,-32.4958844,73
1592,8758,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,137.7422575,-32.4988734,73
1593,6138,"Mn, Co",Mn,OCCURRENCE,Abandoned,Low Significance,MNOR,138.40439640000002,-32.5021534,64
1594,8481,"Pb, Zn",Pb,OCCURRENCE,Not worked,Low Significance,GNSS,136.9423616,-32.6274994,43
1595,10239,"Pb, Zn",Pb,OCCURRENCE,Not worked,Low Significance,VEIN,136.9037976,-32.628271399999996,43
1596,8484,"Zn, Ag",Zn,OCCURRENCE,Not worked,Low Significance,VEIN,136.8613176,-32.6304414,70
1597,6010,ASBT,ASBT,OCCURRENCE,Not worked,Low Significance,MTHH,138.7159014,-32.630764500000005,34
1598,7833,GRVL,GRVL,OCCURRENCE,Abandoned,Low Significance,GRVL,138.94706330000002,-32.5465575,83
1599,11258,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,REGO,138.5932864,-32.5465945,68
1600,6215,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.4958704,-32.261990399999995,68
1601,8189,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,137.2390336,-32.3861024,73
1602,11605,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,137.34277959999997,-32.6313414,73
1603,10243,"Ag, Pb",Ag,OCCURRENCE,Not worked,Low Significance,BREC,135.98525780000003,-32.6320754,47
1604,7410,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,135.2371089,-32.6338223,73
1605,6081,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,138.2793574,-32.6338264,59
1606,9545,"Ag, Pb",Ag,OCCURRENCE,Not worked,Low Significance,VEIN,136.03520780000002,-32.6338864,47
1607,5987,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.3440344,-32.242507399999994,68
1608,6290,COAL,COAL,OCCURRENCE,Not worked,Low Significance,COAL,138.3190414,-32.2435694,12
1609,10004,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,137.60275249999998,-32.3578334,59
1610,6143,PHOS,PHOS,OCCURRENCE,Abandoned,Low Significance,RESI,138.6726714,-32.392661499999996,80
1611,11313,HMIN,HMIN,OCCURRENCE,Not worked,Low Significance,SAND,134.643268,-32.3964263,16
1612,7831,SLAT,SLAT,OCCURRENCE,Care/ Maintenance,Low Significance,SLAT,138.6364064,-32.4518225,3
1613,6643,GYPS,GYPS,OCCURRENCE,Not worked,Low Significance,GPSM,137.7093175,-32.4519064,48
1614,7814,GRVL,GRVL,DEPOSIT,Seasonal,Low Significance,GRVL,137.8976605,-32.4544414,83
1615,6042,BAR,BAR,OCCURRENCE,Not worked,Low Significance,QBAU,138.5116574,-32.456607399999996,74
1616,6665,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,MTHH,137.9305435,-32.2949194,68
1617,6632,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,137.49678559999998,-32.429458399999994,38
1618,8190,SAND,SAND,OCCURRENCE,Seasonal,Low Significance,SAND,137.2597596,-32.430913399999994,73
1619,6650,MAGS,MAGS,OCCURRENCE,Abandoned,Low Significance,MGNS,137.9152015,-32.4312384,75
1620,10620,MAGS,MAGS,OCCURRENCE,Abandoned,Low Significance,MGNS,138.6679844,-32.4315805,75
1621,7822,SAND,SAND,OCCURRENCE,Ceased,Low Significance,SAND,137.6839885,-32.432052399999996,73
1622,482,"HMIN, Sn",HMIN,OCCURRENCE,Not worked,Low Significance,SAND,133.55434409999998,-32.3069603,16
1623,9429,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSLT,138.4387364,-32.3073734,29
1624,6298,Mn,Mn,OCCURRENCE,Abandoned,Low Significance,MNOR,138.5005194,-32.307891399999995,64
1625,10631,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSLT,138.48359140000002,-32.309538399999994,29
1626,11314,HMIN,HMIN,OCCURRENCE,Not worked,Low Significance,SAND,134.1419881,-32.145181300000004,16
1627,9939,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,133.8887621,-32.1454483,59
1628,422,SAND,SAND,DEPOSIT,Seasonal,Low Significance,SAND,133.6864351,-32.1472983,73
1629,6224,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.4220104,-32.1478734,68
1630,424,"LMST, CALI, SAND",LMST,DEPOSIT,Seasonal,Low Significance,SAND,133.7007401,-32.1478973,23
1631,6195,Mn,Mn,OCCURRENCE,Not worked,Low Significance,MNOR,138.2249735,-32.1479414,64
1632,6094,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.1319813,-32.205169500000004,17
1633,6175,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.5515384,-32.205985399999996,68
1634,6667,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.9254635,-32.4576424,68
1635,9819,DIA,DIA,PROSPECT,Not worked,Low Significance,KIMB,138.4232034,-32.4580974,60
1636,7832,SLAT,SLAT,OCCURRENCE,Ceased,Low Significance,SLAT,138.63123240000002,-32.462591499999995,3
1637,5999,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.4562044,-32.4645854,17
1638,11110,"SAND, GRVL",SAND,OCCURRENCE,Not worked,Low Significance,SAND,137.63066750000002,-32.58427639999999,73
1639,8078,RHYO,RHYO,OCCURRENCE,Abandoned,Locally Significant,RHYO,135.2895169,-32.587074300000005,22
1640,6044,Ag,Ag,OCCURRENCE,Abandoned,Low Significance,VEIN,138.5897554,-32.5889605,47
1641,6656,QTZE,QTZE,OCCURRENCE,Rehabilitated,Low Significance,QTZT,137.7610205,-32.5904314,66
